story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
MESOS-6868,"""Transition Windows away from `os::killtree`.""","""""""Windows does not have as robust a notion of a process hierarchy as Unix, and thus functions like `os::killtree` will always have critical limitations and semantic mismatches between Unix and Windows.  We should transition away from this function when we can, and replace it with something similar to how we kill a cgroup.""""""",3,6.78,0.66,Backend,400,1,,done
MESOS-6867,"""perf version check is broken""","""""""On Fedora 25, you can't use the {{perf}} features since the version check is broken.    Looks like the {{Version}} parser erroneously constrains the version string to 3 components.""""""",5,5.33,0.36,Backend,BACKLOG-MESOS-2017,1,,done
MESOS-6866,"""Mesos agent not checking IDs before using them as part of the paths""","""""""Various IDs are used in Mesos, some assigned by the master (AgentID, FrameworkID, etc) and some created by the frameworks (TaskID, ExecutorID etc).  The master does sufficient validation on the IDs supplied by the frameworks and the agent currently just trusts that the IDs are valid because they have been validated.   The problem is that currently any entity can spoof as the master to inject certain actions on the agent which can be executed as """"""""root"""""""" and inflict harm on the system. The """"""""right"""""""" long term fix is of course to prevent this from happening but as a short-term defensive measure we can insert some hard CHECKs on the validity of the IDs in the agent code paths.""""""",13,6.85,0.68,DevOps,BACKLOG-MESOS-2017,1,,done
MESOS-6865,"""Remove the constraint of being only able to launch 2 level nested containers on Agent API""","""""""Currently, the Agent API has a constraint that it _only_ allows two level of nesting. This was done at that time since the containerizer was still being worked on to support arbitrary level of nesting. Now, that the work has been completed we should remove the constraint on the API handlers on the agent.   Note that this constraint also impacts the Debugging API i.e., a user currently can't attach to a task (child container) of a task group since we explicitly check that the top level container belongs to an executor on the API handler. https://github.com/apache/mesos/blob/f89f28724f5837ff414dc6cc84e1afb63f3306e5/src/slave/http.cpp#L2189""""""",1,6.38,0.39,DevOps,BACKLOG-MESOS-2017,1,,done
MESOS-6864,"""Container Exec should be possible with tasks belonging to a task group""","""""""{{LaunchNestedContainerSession}} currently requires the parent container to be an Executor (https://github.com/apache/mesos/blob/f89f28724f5837ff414dc6cc84e1afb63f3306e5/src/slave/http.cpp#L2189-L2211).  This works for command tasks, because the task container id is the same as the executor container id.  But it won't work for pod tasks whose container id is different from executor’s container id.  In order to resolve this ticket, we need to allow launching a child container at an arbitrary level.""""""",5,8.08,0.81,DevOps,404,1,,done
MESOS-6863,"""Introduce """"HOST VOLUME"""" as a volume type in mesos protobufs""","""""""The `MesosContainerizer` supports """"""""host volumes"""""""". However, there is no specific volume type defined for """"""""host volumes"""""""" (https://github.com/apache/mesos/blob/master/include/mesos/mesos.proto#L1921). Instead, the `MesosContainerizer` relies on inferring the mount paths from the """"""""host_path"""""""" to decipher if the user wants a """"""""host volume"""""""".   It would be better to be more explicit and have a volume source type of """"""""HOST_VOLUME"""""""" in the volume types. """"""",1,5.80,0.40,DevOps,BACKLOG-MESOS-2017,0,,backlog
MESOS-6862,"""Replace os::system usages to reduce the risk of command injection.""","""""""There are a number of places where {{os::system}} is used for convenience. To reduce the risk of command injection, we should replace most of these with {{subprocess}} or {{os::spawn}} and not execute them with the shell.  | posix/chown.hpp | {{os::chown}} | Replace with fts(3). | |launcher/fetcher.cpp | {{extract()}} | Replace with {{subprocess}}. | | launcher/fetcher.cpp | {{copyFile}} | Replace with {{subprocess}}. | | linux/perf.cpp | {{valid()}} | Replace with {{subprocess}}. | | cni/cni.cpp | {{NetworkCniIsolatorSetup::execute()}} | Not a problem, but should use {{subprocess}} for consistency. | | -port_mapper/port_mapper.cpp- | -{{PortMapper::addPortMapping()}}- | -Replace with {{subprocess}}.- | | -port_mapper/port_mapper.cpp- | -{{PortMapper::delPortMapping()}}- | -Replace with {{subprocess}}.- |  In the above table, read """"""""replacement"""""""" as replacement with {{os::spawn}} or {{subprocess}} as appropriate.""""""",13,6.78,0.66,Backend,BACKLOG-MESOS-2017,1,,done
MESOS-6861,"""Add endpoint for replicated log status on mesos master""","""""""Having to parse metrics for {{registrar/log/recovered}} is not as convenient as simply hitting an endpoint and getting a 200 or not.  This ask is that an endpoint be added to the mesos master whose return value relates to {{registrar/log/recovered}}""""""",1,5.65,0.40,Backend,BACKLOG-MESOS-2017,0,,backlog
MESOS-6860,"""Some tests use CHECK instead of ASSERT""","""""""Some tests check preconditions with {{CHECK}} instead of e.g., {{ASSERT_TRUE}}. When such a check fails it leads to a undesirable complete abort of the test run, potentially dumping core. We should make sure tests check preconditions in a proper way, e.g., with {{ASSERT_TRUE}}.""""""",5,6.88,0.66,Testing,404,1,,done
MESOS-6859,"""Document HA behavior during mesos master replacement""","""""""In a discussion in https://mesos.slack.com/archives/general/p1483637159001494 the question was brought up when a """"""""new"""""""" master is really fully ready.  Specifically, in the case where new masters can spin up faster than masters can sync their logs, it is unclear from the HA docs at http://mesos.apache.org/documentation/latest/high-availability/ how to ensure a freshly spawned master is ready to take over leadership.  There is documentation at http://mesos.apache.org/documentation/latest/monitoring/ about using {{registrar/log/recovered}} to gather this kind of information, but such information is very easy to overlook.  This ask is that the HA docs be amended to include more information about how to use {{registrar/log/recovered}} properly.""""""",1,4.40,0.25,DevOps,BACKLOG-MESOS-2017,0,,backlog
MESOS-6858,"""network/cni isolator generates incomplete resolv.conf""","""""""The CNI [network configuration|https://github.com/containernetworking/cni/blob/master/SPEC.md#network-configuration] dictionary contains entries for the {{/etc/resolv.conf}}, {{nameservers}}, {{domain}}, {{search}} and {{options}} fields.  In {{NetworkCniIsolatorProcess::_isolate()}}, the {{network/cni}} isolator only emits the {{nameservers}} and ignores the remaining fields.""""""",13,6.78,0.66,Backend,BACKLOG-MESOS-2017,1,,done
MESOS-6857,"""Mesos master UI resources per role""","""""""Currently when viewing resources in the mesos master ui all resources are jumbled together. This makes it challenging for operators to determine how different roles are utilizing the cluster resources. This ask is that the mesos master web ui have a per-role view of resources, similar in function to the current global resource view.""""""",1,5.73,0.42,DevOps,BACKLOG-MESOS-2017,0,,backlog
MESOS-6856,"""Add test tooling to allow writing more tests changing user""","""""""We currently largely avoid writing tests which execute processes as other users since in some setups such tests might not succeed. As noted in MESOS-6823,  {quote} # if one runs {{make check}} as some user such as {{root}}, the default umask on the system might lead to creation of needed executables  which cannot be executed by other users like e.g., {{nobody}} # depending on user choices required binaries might be created in paths not visible to some users such as {{nobody}} (think build directory somewhere under {{/home/me}} or like here {{/root}}). Note that regardless on what we do with permissions on e.g., Mesos build-controlled paths, the restrictive permissions might be set on parent directories we (as Mesos build setup) wouldn't want to touch directly. {quote}  In isolated cases we implement explicit workarounds, see e.g., the [{{LinuxCapabilitiesTest}}|https://github.com/apache/mesos/blob/f89f28724f5837ff414dc6cc84e1afb63f3306e5/src/tests/containerizer/linux_capabilities_isolator_tests.cpp#L287-L291] for an example.  Since it is hard to ensure that both (1) and (2) are fully addressed by the Mesos build (possible for (1), but potentially impossible for (2)), a possible angle to allow us to write more tests which change the user (needed e.g., for tests of code paths with {{ContainerLaunchInfo.user}} set) might be to implement a test filter disabling tests if permission problems are detected.  I believe we wouldn't need to restrict possible solutions to {{ROOT}} tests.""""""",1,5.23,0.35,Testing,BACKLOG-MESOS-2017,0,,backlog
MESOS-6855,"""Add `role` section to response of /state endpoint""","""""""Role is becoming a more significant attribute as we are implementing multi-tenant support in Mesos. Therefore, we need a more informative response of {{/state}} endpoint to include {{roles}}. One use case is that WebUI could use this information in _roles_ tab, which will be added as a new top-level tab.""""""",13,6.33,0.58,Backend,BACKLOG-MESOS-2017,1,,done
MESOS-6854,"""Prevent launching MULTI_ROLE framework's tasks on agents without MULTI_ROLE support.""","""""""The proposal for upgrades / backwards compatibility in phase 1 of multi-role framework support is that we require that masters and agents are all upgraded before a multi-role framework registers.  We need to explicitly protect against this situation occurring given it's common for old agents to show up in a cluster. The master can prevent the launching of MULTI_ROLE frameworks' tasks on agent without MULTI_ROLE framework support.  If we were to naively let this happen the old agent would think the resources are allocated to the """"""""*"""""""" and there would need to be master logic to deal with the old agent not populating Resource.AllocationInfo.  The guard will either need to be version based or agent capability based, the latter seeming like the stronger approach given some users upgrade off of master rather than using release versions.  We can initially start with the master side guard, and have the agent send the capability once the agent-side implementation is complete.""""""",13,5.10,0.48,DevOps,BACKLOG-MESOS-2017,1,,done
MESOS-6853,"""Build with CFI/CFG on platforms it's supported""","""""""Some compilers (notably clang, MSVC) support additional security by building with Control Flow Guards. See [1]. It is worth considering building mesos/libmesos binaries against this API.   [1] https://blog.trailofbits.com/2016/12/27/lets-talk-about-cfi-microsoft-edition/""""""",1,5.60,0.40,DevOps,BACKLOG-MESOS-2017,0,,backlog
MESOS-6852,"""Nested container's launch command is not set correctly in docker/runtime isolator.""","""""""We in-correctly append executor's command to the default entrypoint of the image: https://github.com/apache/mesos/blob/1.1.0/src/slave/containerizer/mesos/isolators/docker/runtime.cpp#L323-L327 https://github.com/apache/mesos/blob/1.1.0/src/slave/containerizer/mesos/isolators/docker/runtime.cpp#L350-L354  This is probably due to the negligence while adding nested container support.""""""",13,7.03,0.70,DevOps,BACKLOG-MESOS-2017,1,,done
MESOS-6851,"""make install fails the second time""","""""""Run {{make install}} twice and the second time will fail when it tries to overwrite symlinks:  """"""",13,6.43,0.66,Backend,BACKLOG-MESOS-2017,1,,done
MESOS-6850,"""UI does not work because of strict mode related error""","""""""After upgrading from Mesos 0.28.2 to Mesos 1.1.0, the UI is not functioning properly.  The top menu bar appears, but on the far right it says {{state.cluster}}. In the main body of the page, it just says """"""""No master is currently leading..."""""""".  If I open the web console, I see an error:  SyntaxError: in strict mode code, functions may be declared only at top level or immediately within another function  It points to [line 845 in controllers.js|https://github.com/apache/mesos/blame/1.1.0/src/webui/master/static/js/controllers.js#L845].  The current work around I have is to remove the """"""""use strict"""""""" statement in app.js and controllers.js but this requires a custom post-install script on my behalf when setting this up on a cluster. """"""",3,6.43,0.47,Frontend,BACKLOG-MESOS-2017,1,,done
MESOS-6849,"""Glog fails to configure on FreeBSD""","""""""When building without a job count > 1, configure in glog fails with:  configure:3593: checking whether the C compiler works configure:3615: clang   '-L/usr/local/lib -lexecinfo' conftest.c  >&5 clang: error: no such file or directory: ''-L/usr/local/lib'""""""",1,6.30,0.48,Backend,BACKLOG-MESOS-2017,0,,backlog
MESOS-6848,"""The default executor does not exit if a single task pod fails.""","""""""If a task group has a single task and it exits with a non-zero exit code, the default executor does not commit suicide.  This mostly happens due to the fact that we invoke {{shutdown()}} in {{waited()}} when we notice the termination of a single container here: https://github.com/apache/mesos/blob/master/src/launcher/default_executor.cpp#L666  but then we return early here after executing all the kill calls: https://github.com/apache/mesos/blob/master/src/launcher/default_executor.cpp#L751  However, when there is just one task in the task group, this won't result in {{__shutdown}} being called ever leading to the executor committing suicide.""""""",13,8.05,0.77,DevOps,BACKLOG-MESOS-2017,1,,done
MESOS-6847,"""introducing `docker_store_dir` in unit-tests ""","""""""A lot of unit-tests use docker images with the universal containerizer. Currently, each test sets its own docker store directory. This leads to tests being really slow since very store creates the store dir anew, therefore, never caching the images already downloaded in previous tests.   We propose to introduce a `docker_store_dir` for the entire gtest suite, which will get initialized on each run and can be used across all test cases. This would help speed up tests that use docker images with universal containerizer.""""""",1,5.23,0.42,Testing,BACKLOG-MESOS-2017,0,,in_progress
MESOS-6846,"""Support `teardown` in the v1 operator API.""","""""""Currently, the v1 operator API does not support teardown of frameworks. The semantics should be similar to the old HTTP endpoint: http://mesos.apache.org/documentation/latest/endpoints/master/teardown/""""""",1,5.30,0.46,Backend,BACKLOG-MESOS-2017,0,,in_progress
MESOS-6845,"""All /master endpoint documentation lack request details""","""""""When I was trying to use the /master/teardown endpoint (http://mesos.apache.org/documentation/latest/endpoints/master/teardown/), I was unsuccessful in tearing down my specific framework, because the docs say nothing about request details, such as  * HTTP method * Request body contents  This makes the usage rather hard, if not impossible.   I'd suggest to add call examples like for the Scheduler HTTP API at http://mesos.apache.org/documentation/latest/scheduler-http-api/  E.g.  TEARDOWN Request (JSON): POST /master/teardown  HTTP/1.1  Host: masterhost:5050 Content-Type: application/json  frameworkId=12220-3440-12532-2345  TEARDOWN Response: HTTP/1.1 200 Ok""""""",1,4.48,0.27,Backend,BACKLOG-MESOS-2017,0,,backlog
MESOS-6843,"""Fetcher should not assume stdout/stderr in the sandbox.""","""""""If container logger is used, this assumption might not be true. For instance, a journald logger might redirect all task logs to journald. So in theory, the fetcher log should go to journald as well, rather than writing to sandbox/stdout and sandbox/stderr.""""""",1,6.40,0.52,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6842,"""Support accounting for shared resources when used in a task group.""","""""""Add support for shared resources when the tasks requesting for the offered shared resources are within a task group. Changes needed in validation of task group when {{ACCEPT}} call is processes, as well as in the allocator where we add additional copies of shared resources, viz. {{updateAllocation()}}.""""""",1,5.88,0.44,Backend,BACKLOG-MESOS-2016,0,,backlog
MESOS-6841,"""Allow Dynamic CNI Configuration""","""""""Agents has the ability to set resources dynamically without agent restart. After seeing that CNI is configured at agent startup we could add Dynamic CNI Configuration support in the future. Creating this JIRA is to track this effort.  {quote} Note that the network/cni isolator learns all the available networks by looking at the CNI configuration in the --network_cni_config_dir at startup. This implies that if a new CNI network needs to be added after Agent startup, the Agent needs to be restarted. The network/cni isolator has been designed with recover capabilities and hence restarting the Agent (and therefore the network/cni isolator) will not affect container orchestration. {quote} Sourced from http://mesos.apache.org/documentation/latest/cni/""""""",1,3.28,0.12,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6840,"""Tests for quota capacity heuristic.""","""""""We need more tests to ensure capacity heuristic works as expected.""""""",5,6.43,0.74,Testing,331,1,,done
MESOS-6839,"""It is currently impossible to kill a task in the Windows executor""","""""""After some investigation, the root cause seems to be that `kill_job` expects the executor to launch a task with `CreateProcess` and the put that into a job object, but in `MesosContainerizerLaunch::execute`, we're actually just calling `execvpe`. We should refactor this code so that this gets properly contained inside a job object on Windows.  Additionally, since we're not propagating errors when an attempt to kill a process group fails, we get very mysterious errors and hanging tests (see review at [1]), so we should fix that too.  [1] https://reviews.apache.org/r/55028/""""""",13,7.33,0.77,Testing,BACKLOG-MESOS-2016,1,,done
MESOS-6838,"""Reconsider the semantics of `subprocess` on Windows""","""""""Right now, throughout the codebase, we are passing Windows shell commands into `subprocess`'s `argv` parameter, and ignoreing the `path` parameter. For example, we might do something like:    The `cmd /c` here is required. This obviously does not have high cohesion with the Unix usage of this, so we should consider ways to clean this up.""""""",1,5.48,0.45,Backend,BACKLOG-MESOS-2016,0,,backlog
MESOS-6837,"""FaultToleranceTest.FrameworkReregister is flaky""","""""""Observed on internal CI:    Looks like another instance of MESOS-4695.""""""",3,6.78,0.78,Testing,404,1,,done
MESOS-6836,"""Immediately failing tasks show incomplete logs in the sandbox""","""""""I started a master with default settings:   And an agent with default settings (on OSX and CentOS 7)   Then I ran a task which I expect to fail immediately:   When I look inside the sandbox, I see a {{stderr}} like this:   The stack trace is apparently clipped.  I have a hunch (insubstantiated) that this output clipping is due to the IO Switchboard.""""""",1,6.00,0.48,Backend,BACKLOG-MESOS-2016,0,,backlog
MESOS-6835,"""Fix SIGBUS crash on ARM64/AArch64""","""""""Currently in the Linux launcher when the stack is allocated and prepared for a call to clone() it is not properly aligned. This is not an issue for x86 or x64 but for ARM64/AArch64 it is because of the requirement of having the stack aligned to a 16 byte boundary. While x86 and x64 also expect the stack to have a 16 byte aligned stack, it is not enforced. An explanation of the stack and requirements for ARM64 can be found here http://infocenter.arm.com/help/topic/com.arm.doc.ihi0055b/IHI0055B_aapcs64.pdf (specifically section 5.2.2.1 that says SP mod 16 = 0. The stack must be quad-word aligned.)  Additionally, the way that the stack is currently allocated and passed to clone() accidentally chops off one entry, making a stack overflow using those missing 8 bytes a possibility. Fixing this while aligning the memory will fix both the issue of the stack overflow issue as well as the SIGBUS crash. We should also net better performance from having the stack aligned.  https://reviews.apache.org/r/54996/""""""",1,5.88,0.61,Backend,BACKLOG-MESOS-2016,0,,in_progress
MESOS-6834,"""Allow Mesos to compile on ARM64/AArch64""","""""""Mesos will not compile on ARM64/AArch64 without a patch to the version of LevelDB that is used within Mesos. While the fix is already in newer versions of LevelDB it's not something that Mesos pulls down.  The main issue is that the AtomicPointer header needs to be aware of other architectures to provide its functionality to those architectures.  https://reviews.apache.org/r/54993/""""""",1,6.30,0.59,DevOps,BACKLOG-MESOS-2016,0,,in_progress
MESOS-6833,"""consecutive_failures 0 == 1 in HealthCheck.""","""""""When defining a HealthCheck with consecutive_failures=0 one would expect Mesos to never kill the task and only notify about the failure.  What seems to happen instead is Mesos handles consecutive_failures=0 as consecutive_failures=1 and kills the task after 1 failure.  Since 0 isn't the same as 1 this seems to be a bug and results in unexpected behaviour. """"""",3,6.60,0.61,DevOps,BACKLOG-MESOS-2016,0,,backlog
MESOS-6832,"""Review how Mesos handles loading and unloading of dynamic libraries""","""""""There are three instances in the codebase where we load a dynamic library into a static variable and leak said variable on purpose:  * https://github.com/apache/mesos/blob/1.1.x/src/jvm/jvm.cpp#L83 * https://github.com/apache/mesos/blob/1.1.x/src/slave/containerizer/mesos/isolators/gpu/nvml.cpp#L78 * https://github.com/apache/mesos/blob/1.1.x/src/module/manager.hpp#L181 ^ This last one will be changed to leak as part of MESOS-6658  Since the dynamic libraries are loaded into static variables, they will only be destructed when the library (i.e. libmesos) gets unloaded. This might lead to inconsistencies when libmesos's own destruction unloads e.g., a dynamic libprocess, which might be opened by a {{dlopen}} of a module.  The module's cleanup would not find libprocess anymore and potentially crash during unloading.""""""",1,5.53,0.36,DevOps,BACKLOG-MESOS-2016,0,,backlog
MESOS-6831,"""Add metrics for `slave` libprocess' event queue""","""""""We have event queue metrics for master and allocator in http://mesos.apache.org/documentation/latest/monitoring/, but we don't have the event queue length for the most important libprocess actor in agent `slave`.  I propose we add similar metrics to this actor. This is at least useful in debugging the issues of whether  Mesos agent is overloaded.""""""",1,5.23,0.35,DevOps,BACKLOG-MESOS-2016,0,,backlog
MESOS-6830,"""Mesos fails to link with gold when providing -pie without -fPIC""","""""""Gold linker complains about using -pie without -fPIC:  /usr/bin/ld: local/mesos_local-main.o: relocation R_X86_64_32 against `.rodata' can not be used when making a shared object; recompile with -fPIC local/mesos_local-main.o: error adding symbols: Bad value collect2: error: ld returned 1 exit status /usr/bin/ld: cli/mesos-mesos.o: relocation R_X86_64_32 against `.rodata' can not be used when making a shared object; recompile with -fPIC cli/mesos-mesos.o: error adding symbols: Bad value collect2: error: ld returned 1 exit status Makefile:5208: recipe for target 'mesos-local' failed make[2]: *** [mesos-local] Error 1 make[2]: *** Waiting for unfinished jobs.... /Makefile:5131: recipe for target 'mesos' failed make[2]: *** [mesos] Error 1 usr/bin/ld: log/mesos_log-main.o: relocation R_X86_64_32 against `.bss' can not be used when making a shared object; recompile with -fPIC log/mesos_log-main.o: error adding symbols: Bad value collect2: error: ld returned 1 exit status  https://reviews.apache.org/r/54953/""""""",5,6.70,0.52,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6829,"""Mesos fails to compile when using FORTIFY_SOURCE without optimizations""","""""""Fome some versions of gcc/glibc a warning will be produced with FORTIFY_SOURCE is used without optimizations enabled (see here for related information https://sourceware.org/bugzilla/show_bug.cgi?id=13979). This only happens in some environments such as CentOS 7 and Arch Linux with GCC 6.2.  Probably one of the reasons why it didn't get caught earlier by CI:  """"""""This #warning appears to be causing more grief than it is solving; for example, see this autoconf thread that complains that it is breaking configure scripts, and therefore Debian's decision to revert this patch in their build of glibc:  https://lists.gnu.org/archive/html/autoconf/2013-05/msg00003.html http://anonscm.debian.org/viewvc/pkg-glibc/glibc-package/trunk/debian/patches/any/local-revert-bz13979.diff?revision=5553&view=markup""""""""  https://reviews.apache.org/r/54949/ https://reviews.apache.org/r/54950/ https://reviews.apache.org/r/54951/""""""",5,6.35,0.47,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6828,"""Consider ways for frameworks to ignore offers with an Unavailability""","""""""Due to the opt-in nature of maintenance primitives in Mesos, there is a deficiency for cluster administrators when frameworks have not opted in.  An example case: - Cluster with reasonable churn (tasks terminate naturally) - Operator specifies maintenance schedule  Ideally *even* in a world where none of the frameworks had opted in to maintenance primitives the operator would have some way of preventing frameworks from scheduling further work on agents in the schedule. The natural termination of the tasks in the cluster would allow the nodes to drain gracefully and the operator to then perform maintenance.  2 options that have been discussed so far: # Provide a capability for frameworks to automatically filter offers with an {{Unavailability}} set. #* Pro: Finer grained control. Allows other frameworks to keep scheduling short lived tasks that can complete before the Unavailability. #* Con: All frameworks have to be updated. Consider making this an environment variable to the scheduler driver for legacy frameworks. # Provide a flag on the master to filter all offers with an {{Unavailability}} set. #* Pro: Immediately actionable / usable. #* Con: Coarse grained. Some frameworks may suffer efficiency. #* Con: *Dangerous*: planning out a multi-day maintenance schedule for an entire cluster will prevent any frameworks from scheduling further work, potentially stalling the cluster.  Action Items: Provide further context for each option and consider others. We need to ensure we have something immediately consumable by users to fill the gap until maintenance primitives are the norm. We also need to ensure we prevent dangerous scenarios like the Con listed for option #2.""""""",1,4.96,0.29,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6827,"""Fix the order in which """"self.hpp"""" is included in """"self.cpp"""".""","""""""According to our [styleguide|https://github.com/apache/mesos/blob/master/docs/c%2B%2B-style-guide.md#order-of-includes], each {{.cpp}} file should include the related {{.hpp}} first to ensure that a header file always includes all symbols it requires. However, our codebase does not follow this rule strictly.""""""",1,4.05,0.19,DevOps,BACKLOG-MESOS-2016,0,,backlog
MESOS-6826,"""OsTest.User fails on recent Arch Linux.""","""""""  Appeared relatively recently (last two weeks). Cause appears to be that {{getpwnam\_r}} now returns {{EINVAL}} for an invalid input, which {{os::getuid()}} and {{os::getgid()}} are not prepared to handle.""""""",3,6.98,0.71,Testing,404,1,,done
MESOS-6825,"""Increase default allocation_interval for tests""","""""""The default {{allocation_interval}} is 1 second. This means that if the host running the tests is slow, a test case might receive a resource offer that it doesn't receive when running on a faster host. We could workaround this by explicitly using {{WillRepeatedly(Return())}}, but that is a bit kludgy and obscures the intent of the test.  One way to avoid this would be to pause the clock by default in tests (MESOS-4101). That would be a quite involved change, however.  Instead, we could consider raising the default {{allocation_interval}} to a large value, such as 1 minute or longer. This would significantly reduce the chance of host performance causing test flakiness. Moreover, it would help to highlight tests that rely on real-time batch allocations for correctness: generally tests should avoid doing this (because it causes test slowness). They should instead pause the clock and then advance it by {{allocation_interval}}.""""""",1,5.96,0.46,Testing,BACKLOG-MESOS-2016,0,,backlog
MESOS-6824,"""mesos-this-capture clang-tidy check has false positives""","""""""The {{mesos-this-capture}} clang-tidy checks incorrectly triggers on the code here,    https://github.com/apache/mesos/blob/d2117362349ab4c383045720f77d42b2d9fd6871/src/slave/containerizer/mesos/io/switchboard.cpp#L1487  We should tighten the matcher to avoid triggering on such constructs.""""""",2,6.78,0.66,DevOps,404,1,,done
MESOS-6823,"""bool/UserContainerLoggerTest.ROOT_LOGROTATE_RotateWithSwitchUserTrueOrFalse/0 is flaky""","""""""This showed up on our internal CI """"""",13,7.25,0.70,Testing,BACKLOG-MESOS-2016,1,,done
MESOS-6822,"""CNI reports confusing error message for failed interface setup.""","""""""Saw this today:    which is produced by this code: https://github.com/apache/mesos/blob/1e72605e9892eb4e518442ab9c1fe2a1a1696748/src/slave/containerizer/mesos/isolators/network/cni/cni.cpp#L1854-L1859    Note that ssh'ing into the machine confirmed that {{ifconfig}} is available in {{PATH}}.    Full log: http://pastebin.com/hVdNz6yk""""""",2,6.90,0.75,Backend,380,1,,done
MESOS-6821,"""Override of automatic resources should be by exact match not substring""","""""""The agent code for auto-detecting resources (cpus, mem, disk) assumes that, say, """"""""cpus"""""""" has been specified if the string """"""""cpus"""""""" appears anywhere in the resource string (see [here|https://github.com/apache/mesos/blob/1.1.0/src/slave/containerizer/containerizer.cpp#L79]). This means that using a custom resource called, say, """"""""members"""""""", will disable auto-detection of the """"""""mem"""""""" resource.""""""",13,5.45,0.40,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6820,"""FaultToleranceTest.FrameworkReregister is flaky.""","""""""I just saw {{FaultToleranceTest.FrameworkReregister}} fail in internal CI on a Debian 8 system. Running the test in repetition on my OS X machine I was able to reproduce the issue on OS X as well.  """"""",1,6.78,0.69,Testing,353,1,,done
MESOS-6819,""" HTTP API link is broken in Framework Development Guide""","""""""In http://mesos.apache.org/documentation/latest/app-framework-development-guide/ , the link to HTTP API is broken.  {quote} If you are writing a scheduler against Mesos 1.0 or newer, it is recommended to use the new HTTP API to talk to Mesos. {quote}""""""",1,4.88,0.27,Backend,BACKLOG-MESOS-2016,0,,backlog
MESOS-6818,"""Ensure empty contents in persistent volume if disk not in use.""","""""""Currently, when a persistent volume is DESTROYed, we ensure that `rmdir` of that directory is successful before returning that disk as an offereable resource. So, when a CREATE is received for the same path, we thereby ensure that the contents of that path is empty (MOUNT disks will have the root present though). This ensures that frameworks of the same role do not leak content to other frameworks. Reference: MESOS-5448.  However, an agent might join a cluster who do not have the path corresponding to the disks clean. One of the scenarios might be if the agents join a new cluster after being repurposed from another cluster without their disks being formatted. In such a case, the CREATE of a persistent volume on an existing path might contain data left over from a previous run in the old cluster which might lead to inconsistencies esp if the tasks running in the container *always* expect to receive a clean persistent volume. """"""",1,4.70,0.24,DevOps,BACKLOG-MESOS-2016,0,,backlog
MESOS-6817,"""Audit the use of UNICODE-related code paths""","""""""Currently we are being kind of lazy about when we're using things like `TCHAR`. Functions like `os::user` will fail when we do something like `std::string` with a `TCHAR` string if the string happens to not be `char`.  We need to go back to all of these things and audit them so that they don't break if we turn `UNICODE` on.""""""",13,7.08,0.62,Backend,BACKLOG-MESOS-2016,1,,done
MESOS-6816,"""Allows frameworks to overwrite system environment variables""","""""""In case the framework is specifying an environment variable block, mesos agent code overwrites the variables already present in the system environment block. For example even if the framework specify a variable named `ComSpec` the value observed in the agent will be one configured in the `ComSpec` system environment. """"""",13,5.28,0.45,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6815,"""Enable glog stack traces when we call things like `ABORT` on Windows""","""""""Currently in the Windows builds, if we call `ABORT` (etc.) we will simply bail out, with no stack traces.  This is highly undesirable. Stack traces are important for operating clusters in production. We should work to enable this behavior, including possibly working with glog to add this support if they currently they do not natively support it.""""""",5,8.05,0.84,DevOps,400,1,,done
MESOS-6814,"""Make sure compilation configuration is propagated correctly to third party dependencies""","""""""Currently compilation flags are not correctly propagated to all third-party dependencies, because in many of these cases, we shell out to `configure` and `make` on Unix, without propagating the correct flags and configuration we're using for the rest of the build.  For example, if you request to compile Mesos with clang:    we end up with a bunch of lines like:    A better solution is probably to use a CMake-based build system for these dependencies, or at least propagate important flags to `configure`.  Another possibility is that it actually is desired behavior to compile with GCC in this case. If that's true, we should develop good reasons, add them to the comments, and close this issue.""""""",13,6.43,0.61,DevOps,BACKLOG-MESOS-2016,1,,done
MESOS-6813,"""IOSwitchboardServerTest.AttachOutput has stack overflow issue.""","""""""""""""",13,7.68,0.81,Backend,BACKLOG-MESOS-2016,1,,done
MESOS-6812,"""Invalid entries in /proc/self/mountinfo when using persistent storage""","""""""Hello,  we use Mesos 1.0.1 on Debian Jessie with Kernel {{4.6.1-1~bpo8+1 (2016-06-14)}} and Docker 1.12.5.  We have the problem that on slaves which run tasks with persistent storages Mesos adds invalid entries to {{/proc/self/mountinfo}}. Example:  This causes many  errors in {{/var/log/daemon.log}}.  Mesos slave configuration:  """"""",1,5.03,0.29,DevOps,BACKLOG-MESOS-2016,0,,backlog
